order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,payment_method
ORD-2025-04839,2025-04-27,2025-05-03,Standard Class,CUST-0469,David Sharma,Home Office,West,Oregon,Portland,Office Supplies,Storage,File Cabinet,4,180.7,0.1,$650.52,74.82,Credit Card
ORD-2025-04843,18/12/2025,2025-12-23,Standard Class,CUST-0793,David Smith,Consumer,Central,Texas,Dallas,Furniture,Tables,Standing Desk,4,295.89,0.0,1183.56,4.24,Cash on Delivery
ORD-2025-05523,2025-08-20,2025-08-22,First Class,CUST-0668,Daniel Verma,Consumer,East,New York,New York City,Furniture,Tables,Coffee Table,3,467.05,0.1,1261.04,-120.97,Cash on Delivery
ORD-2025-04280,2025-09-20,2025-09-25,Standard Class,CUST-0631,Emily Johnson,Consumer,South,Florida,Orlando,Furniture,Bookcases,Corner Bookcase,4,201.4,0.2,$644.48,-30.36,Cash on Delivery
ORD-2024-01722,2024-05-15,2024-05-20,,CUST-0431,Nina Patel,Consumer,East,New Jersey,Newark,Technology,Accessories,USB-C Hub,5,16.86,0.0,$84.30,31.75,Debit Card
ORD-2025-03878,2025-03-23,2025-03-28,Standard Class,CUST-0605,Arjun Khan,Consumer,South,Florida,Miami,Office Supplies,Binders,Presentation Binder,3,11.72,0.2,28.13,3.52,Credit Card
ORD-2024-00512,28/04/2024,2024-05-04,Standard Class,CUST-0272,Arjun Williams,Home Office,East,New Jersey,Newark,Office Supplies,Binders,Presentation Binder,7,17.06,0.1,107.48,5.73,PayPal
ORD-2024-01171,2024-11-10,2024-11-15,Second Class,CUST-0241,Chris Sharma,Corporate,East,Pennsylvania,Pittsburgh,Office Supplies,Art,Marker Set,4,22.74,0.0,90.96,26.28,Credit Card
ORD-2025-00063,2025-07-28,2025-08-04,Standard Class,CUST-0211,Kevin Davis,Corporate,East,Pennsylvania,Pittsburgh,Technology,Phones,Smartphone X,3,314.33,0.0,942.99,254.25,Credit Card
ORD-2024-01554,2024-05-28,2024-06-01,Second Class,CUST-0020,Rahul Smith,Consumer,West,Oregon,Portland,Technology,Accessories,Wireless Mouse,4,72.08,0.0,288.32,67.85,PayPal
ORD-2024-04812,2024-10-08,2024-10-15,Standard Class,CUST-0361,John Davis,Corporate,South,North Carolina,Charlotte,Office Supplies,Storage,File Cabinet,5,80.24,0.1,361.08,43.79,Cash on Delivery
ORD-2025-05317,2025-10-02,2025-10-07,Standard Class,CUST-0093,Isha Patel,Consumer,East,New York,Buffalo,Office Supplies,Storage,Storage Box,3,67.04,0.0,201.12,56.27,Credit Card
ORD-2025-03133,2025-05-29,2025-06-03,Standard Class,CUST-0494,Chris Verma,Home Office,East,Massachusetts,Boston,Office Supplies,Storage,File Cabinet,5,170.95,0.1,769.27,110.36,Credit Card
ORD-2025-01875,2025-01-25,2025-01-31,Standard Class,CUST-0717,Chris Johnson,Consumer,Central,Ohio,Columbus,Office Supplies,Storage,File Cabinet,7,149.51,0.1,941.91,172.6,Debit Card
ORD-2025-02314,2025-04-14,2025-04-19,Second Class,CUST-0473,Ananya Sharma,Consumer,Central,Ohio,,Office Supplies,Binders,3-Ring Binder,5,12.14,0.3,42.49,1.0,PayPal
ORD-2025-03208,2025-10-24,2025-10-28,Second Class,CUST-0480,Arjun Sharma,Consumer,West,Washington,Seattle,Office Supplies,Art,Highlighter Pack,3,13.36,0.1,36.07,6.03,Credit Card
ORD-2024-02182,2024-01-28,2024-02-03,Standard Class,CUST-0717,Chris Johnson,Consumer,Central,Ohio,Columbus,Office Supplies,Paper,Notebook Set,2,15.62,0.0,31.24,13.5,Cash on Delivery
ORD-2025-00680,31/08/2025,2025-09-05,Second Class,CUST-0328,David Smith,Consumer,South,North Carolina,Charlotte,Technology,Machines,Document Scanner,2,544.89,0.1,980.8,37.31,Cash on Delivery
ORD-2024-03832,2024-10-18,2024-10-21,Second Class,CUST-0222,James Sharma,Consumer,Central,Michigan,Detroit,Office Supplies,Binders,Presentation Binder,3,9.21,0.1,24.87,6.56,Cash on Delivery
ORD-2025-01212,2025-10-31,2025-11-06,Standard Class,CUST-0197,Laura Smith,Corporate,Central,Michigan,Detroit,Office Supplies,Paper,Sticky Notes Pack,2,17.38,0.0,34.76,12.46,Credit Card
ORD-2025-00123,18/12/2025,2025-12-20,First Class,CUST-0592,John Patel,Corporate,East,New Jersey,Newark,Office Supplies,Art,Marker Set,2,16.01,0.2,25.62,3.48,Cash on Delivery
ORD-2025-03323,2025-03-02,2025-03-07,Second Class,CUST-0513,Kevin Brown,Consumer,Central,Michigan,Detroit,Office Supplies,Storage,File Cabinet,4,28.31,0.0,113.24,30.15,Debit Card
ORD-2024-01594,07/08/2024,2024-08-11,First Class,CUST-0307,Sara Davis,Corporate,West,Arizona,,Technology,Accessories,Mechanical Keyboard,2,77.23,0.0,154.46,48.89,Debit Card
ORD-2024-04166,02/01/2024,2024-01-06,First Class,CUST-0076,Ananya Patel,Home Office,West,Arizona,Phoenix,Office Supplies,Storage,Storage Box,3,72.37,0.2,173.69,19.55,PayPal
ORD-2024-03615,2024-06-27,2024-07-01,Second Class,CUST-0591,Chris Johnson,Corporate,West,Arizona,Phoenix,Furniture,Tables,Standing Desk,1,611.43,0.0,611.43,31.38,Cash on Delivery
ORD-2025-05507,2025-12-05,2025-12-09,First Class,CUST-0243,Meera Smith,Home Office,South,Georgia,Atlanta,Technology,Accessories,Mechanical Keyboard,3,58.11,0.0,174.33,74.85,PayPal
ORD-2024-01211,2024-12-17,2024-12-20,,CUST-0462,Laura Williams,Consumer,West,Arizona,Phoenix,Furniture,Tables,Coffee Table,3,620.38,0.2,1488.91,-107.41,Credit Card
ORD-2024-00568,2024-11-16,2024-11-21,Second Class,CUST-0211,Kevin Davis,Corporate,East,Pennsylvania,Pittsburgh,Furniture,Tables,Standing Desk,3,542.41,0.0,"$1,627.23",-72.9,PayPal
ORD-2025-02447,2025-02-15,2025-02-18,First Class,CUST-0308,Priya Khan,Home Office,East,Pennsylvania,,Technology,Machines,Laser Printer,2,973.97,0.3,1363.56,-10.34,Debit Card
ORD-2024-00549,2024-10-10,2024-10-14,Second Class,CUST-0179,David Khan,Home Office,South,Florida,Miami,Furniture,Bookcases,5-Shelf Bookcase,5,132.84,0.0,664.2,32.78,Debit Card
ORD-2025-01718,2025-07-29,2025-08-03,Standard Class,CUST-0641,Michael Williams,Corporate,South,Georgia,Atlanta,Office Supplies,Art,Highlighter Pack,2,7.8,0.3,10.92,1.12,Credit Card
ORD-2025-00865,04/05/2025,2025-05-10,Standard Class,CUST-0773,James Khan,Consumer,East,Pennsylvania,Pittsburgh,Technology,Accessories,USB-C Hub,3,102.81,0.0,308.43,96.04,Cash on Delivery
ORD-2024-04625,2024-11-13,2024-11-17,Second Class,CUST-0113,Priya Sharma,Corporate,East,Massachusetts,Boston,Technology,Accessories,USB-C Hub,2,30.81,0.0,61.62,16.92,Cash on Delivery
ORD-2025-01393,2025-01-31,2025-02-05,Standard Class,CUST-0549,Nina Smith,Consumer,East,New Jersey,Newark,Furniture,Bookcases,5-Shelf Bookcase,2,223.33,0.0,446.66,8.13,Cash on Delivery
ORD-2024-05355,2024-01-26,2024-01-31,Standard Class,CUST-0298,Laura Sharma,Consumer,Central,Ohio,Columbus,TECHNOLOGY,Accessories,USB-C Hub,2,107.66,0.1,193.79,56.83,Cash on Delivery
ORD-2024-04074,2024-06-11,2024-06-18,Standard Class,CUST-0450,Rahul Sharma,Consumer,East,New Jersey,Newark,Furniture,Chairs,Ergonomic Office Chair,2,309.82,0.0,619.64,97.97,Debit Card
ORD-2024-04882,12/09/2024,2024-09-19,Standard Class,CUST-0298,Laura Sharma,Consumer,Central,Ohio,Columbus,Office Supplies,Art,Marker Set,4,13.02,0.0,52.08,20.06,Cash on Delivery
ORD-2025-02143,16/12/2025,2025-12-20,Second Class,CUST-0664,Priya Brown,Home Office,South,Tennessee,Nashville,Furniture,Bookcases,Corner Bookcase,1,316.39,0.0,316.39,-16.74,PayPal
ORD-2025-04866,20/04/2025,2025-04-22,First Class,CUST-0637,Arjun Sharma,Corporate,South,Florida,Orlando,Technology,Machines,Document Scanner,5,905.06,0.1,4072.77,-29.87,Credit Card
ORD-2025-00721,2025-09-06,2025-09-13,Standard Class,CUST-0572,Sofia Patel,Corporate,West,California,,Technology,Phones,Wireless Headset,7,834.12,0.1,5254.96,1253.78,Credit Card
ORD-2025-04766,2025-10-26,2025-11-02,Standard Class,CUST-0178,Kevin Brown,Consumer,Central,Texas,Houston,Furniture,Chairs,Ergonomic Office Chair,1,329.61,0.0,329.61,25.87,PayPal
ORD-2024-02996,2024-11-12,2024-11-16,First Class,CUST-0145,David Johnson,Corporate,South,North Carolina,Charlotte,Office Supplies,Art,Highlighter Pack,3,14.12,0.0,42.36,8.75,Credit Card
ORD-2024-00691,2024-08-29,2024-09-05,Standard Class,CUST-0216,Arjun Smith,Consumer,South,Tennessee,Nashville,Furniture,Bookcases,Corner Bookcase,3,283.18,0.2,$679.63,-98.32,Cash on Delivery
ORD-2024-02510,2024-09-04,2024-09-11,Standard Class,CUST-0517,Sara Johnson,Corporate,Central,Illinois,Chicago,Office Supplies,Art,Highlighter Pack,3,14.9,0.3,31.29,6.47,Debit Card
ORD-2024-01774,2024-11-02,2024-11-05,First Class,CUST-0122,Meera Singh,Corporate,East,New York,Buffalo,Office Supplies,Binders,3-Ring Binder,2,21.23,0.0,42.46,9.65,Debit Card
ORD-2025-00603,2025-11-03,2025-11-07,Second Class,CUST-0238,Daniel Johnson,Corporate,South,North Carolina,Charlotte,Technology,Accessories,Mechanical Keyboard,6,63.21,0.0,379.26,85.0,Credit Card
ORD-2025-05627,2025-03-20,2025-03-27,Standard Class,CUST-0406,James Johnson,Consumer,Central,Ohio,Columbus,Technology,Accessories,Wireless Mouse,3,20.35,0.2,48.84,14.89,Credit Card
ORD-2025-02835,2025-10-29,2025-11-02,Second Class,CUST-0668,Daniel Verma,Consumer,East,New York,New York City,Furniture,Chairs,Ergonomic Office Chair,2,101.24,0.3,141.74,-13.02,Cash on Delivery
ORD-2025-02307,26/08/2025,2025-09-01,Standard Class,CUST-0671,Kevin Smith,Corporate,Central,Texas,Austin,Office Supplies,Art,Marker Set,2,19.81,0.1,35.66,11.34,Cash on Delivery
ORD-2025-02411,2025-01-15,2025-01-21,Standard Class,CUST-0107,Kevin Johnson,Consumer,Central,Illinois,Chicago,Office Supplies,Binders,3-Ring Binder,4,10.82,0.0,43.28,6.31,PayPal
ORD-2025-04499,2025-07-14,2025-07-19,Second Class,CUST-0602,Priya Smith,Consumer,West,California,San Francisco,Furniture,Chairs,Executive Chair,2,168.17,0.0,336.34,40.49,Debit Card
ORD-2025-00504,2025-10-31,2025-11-05,Standard Class,CUST-0705,Priya Patel,Corporate,West,Washington,Seattle,Furniture,Tables,Standing Desk,3,325.71,0.1,879.42,42.5,Cash on Delivery
ORD-2025-04587,10/07/2025,2025-07-16,Standard Class,CUST-0578,Nina Johnson,Consumer,Central,Michigan,Detroit,  Furniture ,Bookcases,5-Shelf Bookcase,2,253.36,0.2,405.38,-26.54,Credit Card
ORD-2024-00319,2024-01-08,2024-01-13,Standard Class,CUST-0207,Emily Brown,Corporate,Central,Ohio,Columbus,Technology,Machines,Laser Printer,6,836.2,0.3,3512.04,139.81,Cash on Delivery
ORD-2025-03472,2025-11-18,2025-11-23,Standard Class,CUST-0307,Sara Davis,Corporate,West,Arizona,Phoenix,Office Supplies,Storage,File Cabinet,4,153.51,0.0,614.04,150.06,Credit Card
ORD-2025-01974,2025-07-21,2025-07-27,Standard Class,CUST-0568,Aarav Johnson,Consumer,South,Florida,Orlando,Office Supplies,Paper,Sticky Notes Pack,3,27.12,0.0,81.36,21.01,Credit Card
ORD-2025-00275,2025-11-26,2025-11-29,Second Class,CUST-0662,Rahul Williams,,East,New York,New York City,Technology,Machines,Laser Printer,1,678.43,0.3,474.9,-1.98,Cash on Delivery
ORD-2024-05253,2024-09-11,2024-09-16,Standard Class,CUST-0259,David Brown,Consumer,Central,Texas,Houston,Furniture,Tables,Standing Desk,2,256.66,0.2,410.66,-16.21,PayPal
ORD-2024-03493,2024-11-18,2024-11-25,Standard Class,CUST-0040,Nina Johnson,Home Office,East,Pennsylvania,Philadelphia,Furniture,Tables,Coffee Table,1,741.51,0.0,741.51,32.25,Credit Card
ORD-2024-01362,2024-08-30,2024-09-04,Standard Class,CUST-0188,Sofia Singh,Consumer,South,Florida,Miami,Furniture,Chairs,Executive Chair,3,213.26,0.1,575.8,37.81,Cash on Delivery
ORD-2024-04174,2024-11-08,2024-11-11,First Class,CUST-0311,Olivia Verma,Home Office,East,Pennsylvania,Pittsburgh,Office Supplies,Storage,Desk Organizer,5,188.3,0.0,941.5,150.25,Debit Card
ORD-2024-01527,2024-11-03,2024-11-08,Standard Class,CUST-0168,John Patel,Corporate,West,Arizona,Phoenix,Furniture,Tables,Coffee Table,2,658.95,0.2,"$1,054.32",-43.69,Credit Card
ORD-2025-02464,2025-07-27,2025-07-30,Second Class,CUST-0245,John Verma,Consumer,East,New Jersey,Newark,Technology,Phones,Desk Phone,4,859.78,0.0,3439.12,596.95,Credit Card
ORD-2025-03155,2025-10-20,2025-10-25,Second Class,CUST-0171,Sofia Sharma,Corporate,West,Washington,Spokane,Office Supplies,Storage,Storage Box,8,45.45,0.1,$327.24,62.52,Credit Card
ORD-2025-03129,2025-02-10,2025-02-14,First Class,CUST-0049,Emily Patel,Consumer,West,Oregon,Portland,Office Supplies,Paper,Sticky Notes Pack,4,35.55,0.1,$127.98,27.39,Debit Card
ORD-2024-02388,19/03/2024,2024-03-23,First Class,CUST-0207,Emily Brown,Corporate,Central,Ohio,Columbus,Office Supplies,Storage,Desk Organizer,5,194.34,0.1,874.53,126.94,Credit Card
ORD-2025-02381,2025-12-23,2025-12-30,Standard Class,CUST-0082,Ananya Williams,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Desk Organizer,6,91.95,0.0,551.7,124.4,PayPal
ORD-2025-05944,2025-12-05,2025-12-12,Standard Class,CUST-0461,David Smith,Home Office,South,Tennessee,Nashville,Office Supplies,Storage,Storage Box,6,39.25,0.2,188.4,23.54,Cash on Delivery
ORD-2025-03128,2025-08-22,2025-08-27,Standard Class,CUST-0772,Daniel Davis,Home Office,Central,Ohio,Columbus,Technology,Phones,Wireless Headset,2,864.48,0.3,1210.27,-79.34,Debit Card
ORD-2024-05922,2024-12-17,2024-12-22,Standard Class,CUST-0609,Michael Smith,Corporate,West,Arizona,,Office Supplies,Art,Marker Set,1,19.67,0.0,19.67,7.06,Debit Card
ORD-2025-05915,27/06/2025,2025-07-01,Second Class,CUST-0396,Daniel Davis,Corporate,East,New Jersey,Newark,Furniture,Chairs,Folding Chair,4,336.51,0.1,1211.44,145.44,Credit Card
ORD-2024-00946,2024-03-24,2024-03-30,Standard Class,CUST-0117,Michael Khan,Home Office,West,Washington,Seattle,Office Supplies,Storage,Desk Organizer,1,191.8,0.0,191.8,44.84,PayPal
ORD-2025-04804,2025-11-04,2025-11-11,Standard Class,CUST-0367,Laura Davis,Home Office,Central,Michigan,Detroit,Office Supplies,Binders,3-Ring Binder,6,29.93,0.2,$143.66,20.61,Debit Card
ORD-2025-05894,2025-11-29,2025-12-03,Second Class,CUST-0560,Aarav Verma,,Central,Michigan,Detroit,Furniture,Chairs,Executive Chair,1,290.93,0.0,290.93,52.4,Debit Card
ORD-2024-00296,14/11/2024,2024-11-19,Standard Class,CUST-0758,Sara Sharma,Consumer,South,Florida,Orlando,Office Supplies,Paper,Sticky Notes Pack,2,6.05,0.0,12.1,3.73,Debit Card
ORD-2025-02289,24/09/2025,2025-09-29,Standard Class,CUST-0416,Sofia Smith,Consumer,Central,Texas,Houston,Technology,Accessories,Wireless Mouse,5,15.53,0.0,77.65,24.97,Debit Card
ORD-2025-02273,2025-03-08,2025-03-10,First Class,CUST-0258,Nina Davis,Consumer,West,Oregon,Portland,Office Supplies,Binders,Presentation Binder,2,10.1,0.0,20.2,3.87,Debit Card
ORD-2025-00299,2025-12-03,2025-12-08,Standard Class,CUST-0347,Olivia Williams,Corporate,West,Washington,Seattle,Office Supplies,Storage,Storage Box,3,46.7,0.1,126.09,26.46,Cash on Delivery
ORD-2024-00069,2024-12-26,2024-12-31,Second Class,CUST-0100,Meera Patel,Corporate,South,Georgia,Atlanta,Technology,Accessories,USB-C Hub,3,142.91,0.0,428.73,181.75,PayPal
ORD-2025-04473,2025-09-20,2025-09-22,First Class,CUST-0040,Nina Johnson,Home Office,East,Pennsylvania,Philadelphia,  Furniture ,Chairs,Executive Chair,3,107.56,0.1,290.41,38.97,Credit Card
ORD-2024-00737,2024-04-23,2024-04-29,Standard Class,CUST-0068,Nina Davis,Consumer,Central,Ohio,Columbus,TECHNOLOGY,Machines,Label Maker,1,288.17,0.1,$259.35,25.73,PayPal
ORD-2025-01599,2025-03-01,2025-03-08,Standard Class,CUST-0753,Chris Singh,Consumer,Central,Ohio,Columbus,Office Supplies,Storage,Storage Box,2,95.89,0.2,153.42,7.71,Debit Card
ORD-2025-02463,17/03/2025,2025-03-24,Standard Class,CUST-0708,Daniel Khan,Home Office,West,Washington,Spokane,furniture,Bookcases,Corner Bookcase,6,158.45,0.0,950.7,86.23,Credit Card
ORD-2025-03107,2025-12-31,2026-01-06,Standard Class,CUST-0783,David Verma,Consumer,Central,Ohio,Columbus,Furniture,Bookcases,Corner Bookcase,4,314.24,0.0,1256.96,13.07,PayPal
ORD-2024-03791,2024-06-29,2024-07-03,First Class,CUST-0054,Michael Davis,Consumer,West,California,San Francisco,Furniture,Tables,Standing Desk,6,885.84,0.5,2657.52,-565.97,Credit Card
ORD-2025-01504,2025-07-22,2025-07-27,Standard Class,CUST-0758,Sara Sharma,Consumer,South,Florida,Orlando,Office Supplies,Storage,Desk Organizer,3,115.52,0.2,277.25,11.74,Cash on Delivery
ORD-2025-02158,2025-02-15,2025-02-16,Same Day,CUST-0026,Arjun Khan,Consumer,East,Massachusetts,Boston,Furniture,Bookcases,Corner Bookcase,4,144.07,0.2,461.02,-19.29,PayPal
ORD-2025-00151,2025-08-13,2025-08-20,Standard Class,CUST-0614,Laura Verma,Consumer,Central,Texas,Dallas,Office Supplies,Storage,Storage Box,6,141.89,0.5,425.67,-11.6,PayPal
ORD-2025-00757,2025-11-01,2025-11-06,Second Class,CUST-0248,David Patel,Corporate,West,Oregon,Portland,Technology,Accessories,USB-C Hub,1,101.14,0.3,70.8,6.38,PayPal
ORD-2025-05014,2025-10-13,2025-10-19,Standard Class,CUST-0166,Olivia Verma,,East,Pennsylvania,Pittsburgh,Office Supplies,Storage,Storage Box,3,106.18,0.0,318.54,86.06,Cash on Delivery
ORD-2025-03642,2025-05-22,2025-05-27,Standard Class,CUST-0038,Sara Williams,Consumer,South,Florida,Orlando,Office Supplies,Paper,Sticky Notes Pack,3,30.75,0.3,64.58,13.43,PayPal
ORD-2024-01704,10/12/2024,2024-12-16,Standard Class,CUST-0324,Sara Williams,Home Office,East,New York,New York City,Office Supplies,Storage,File Cabinet,3,48.16,0.0,144.48,26.21,PayPal
ORD-2024-05573,2024-12-01,2024-12-05,Second Class,CUST-0029,John Sharma,Consumer,East,New York,New York City,TECHNOLOGY,Machines,Document Scanner,4,141.56,0.0,$566.24,77.44,Debit Card
ORD-2025-03090,2025-01-26,2025-02-02,Standard Class,CUST-0464,David Davis,Corporate,West,Oregon,Portland,Technology,Machines,Document Scanner,2,873.74,0.0,1747.48,14.58,Debit Card
ORD-2025-00170,2025-06-15,2025-06-16,Same Day,CUST-0488,Aarav Williams,Consumer,East,Pennsylvania,Pittsburgh,Office Supplies,Binders,Presentation Binder,3,6.81,0.0,20.43,4.58,Debit Card
ORD-2024-03166,2024-10-31,2024-10-31,Same Day,CUST-0162,Nina Johnson,Corporate,West,Arizona,Phoenix,Furniture,Chairs,Ergonomic Office Chair,7,366.13,0.0,2562.91,280.71,Cash on Delivery
ORD-2025-00377,2025-12-07,2025-12-14,Standard Class,CUST-0184,Sara Brown,Consumer,Central,Texas,Austin,Office Supplies,Art,Marker Set,6,16.79,0.0,100.74,20.83,Debit Card
ORD-2025-02120,2025-07-10,2025-07-17,Standard Class,CUST-0516,Ananya Khan,Home Office,Central,Texas,Dallas,Office Supplies,Storage,File Cabinet,5,193.89,0.0,969.45,237.92,Cash on Delivery
ORD-2025-04103,2025-11-20,2025-11-25,Standard Class,CUST-0646,Priya Johnson,Consumer,East,New York,New York City,Office Supplies,Paper,Notebook Set,3,32.98,0.2,79.15,10.78,Credit Card
ORD-2024-00860,2024-05-29,2024-05-31,First Class,CUST-0712,Isha Smith,Consumer,South,Georgia,Atlanta,  Office Supplies ,Paper,Sticky Notes Pack,3,12.96,0.0,38.88,15.04,Credit Card
ORD-2025-05770,2025-09-02,2025-09-07,Standard Class,CUST-0183,Michael Sharma,Consumer,West,California,Los Angeles,Technology,Machines,Laser Printer,2,401.5,0.0,803.0,163.31,Debit Card
ORD-2025-04903,2025-10-07,2025-10-11,Second Class,CUST-0682,Michael Johnson,Consumer,Central,Michigan,Detroit,Office Supplies,Paper,Notebook Set,6,14.5,0.0,87.0,23.96,Debit Card
ORD-2024-05773,2024-08-20,2024-08-26,Standard Class,CUST-0554,Isha Khan,Corporate,South,Florida,Orlando,Office Supplies,Paper,Sticky Notes Pack,4,7.42,0.2,23.74,7.36,Credit Card
ORD-2025-00379,2025-06-06,2025-06-11,Standard Class,CUST-0648,Laura Singh,Consumer,East,New York,New York City,Furniture,Chairs,Folding Chair,1,278.08,0.3,194.66,-18.74,Cash on Delivery
ORD-2024-02829,2024-06-21,2024-06-26,Standard Class,CUST-0033,Daniel Sharma,Corporate,South,Tennessee,Nashville,Office Supplies,Storage,Storage Box,3,57.55,0.0,172.65,27.35,Debit Card
ORD-2025-03701,2025-10-09,2025-10-12,Second Class,CUST-0689,James Johnson,Home Office,West,Arizona,Phoenix,Furniture,Chairs,Executive Chair,3,192.19,0.1,518.91,-0.17,PayPal
ORD-2024-01295,2024-11-24,2024-12-01,Standard Class,CUST-0718,Kevin Johnson,Corporate,West,California,San Francisco,Office Supplies,Art,Highlighter Pack,4,10.96,0.0,43.84,11.28,PayPal
ORD-2025-05476,2025-06-15,2025-06-19,Second Class,CUST-0332,Kevin Johnson,Consumer,West,Oregon,Portland,Technology,Machines,Document Scanner,4,986.99,0.1,3553.16,669.86,Credit Card
ORD-2025-04854,2025-03-06,2025-03-10,First Class,CUST-0253,Kevin Singh,Consumer,West,California,San Francisco,Office Supplies,Storage,Storage Box,3,25.36,0.0,76.08,19.76,Cash on Delivery
ORD-2025-01433,2025-11-30,2025-12-07,Standard Class,CUST-0094,Daniel Brown,Corporate,West,Washington,Seattle,Technology,Phones,Wireless Headset,1,171.71,0.5,85.86,-8.68,Cash on Delivery
ORD-2025-02813,06/12/2025,2025-12-13,Standard Class,CUST-0098,Laura Smith,Corporate,Central,Ohio,Columbus,Technology,Machines,Label Maker,3,672.4,0.0,2017.2,211.02,PayPal
ORD-2025-04272,2025-11-22,2025-11-27,Standard Class,CUST-0780,Chris Smith,Consumer,South,Georgia,Atlanta,office supplies,Binders,Presentation Binder,4,22.88,0.0,91.52,27.06,Cash on Delivery
ORD-2024-05962,2024-11-17,2024-11-22,Standard Class,CUST-0160,Kevin Khan,Consumer,West,Washington,Spokane,Technology,Machines,Document Scanner,2,1442.07,0.2,2307.31,146.35,Cash on Delivery
ORD-2024-01780,2024-07-30,2024-08-03,Second Class,CUST-0102,Daniel Johnson,Corporate,West,Oregon,Portland,Office Supplies,Art,Marker Set,4,18.52,0.0,74.08,23.15,Cash on Delivery
ORD-2025-04225,2025-12-20,2025-12-22,First Class,CUST-0236,Isha Williams,Consumer,Central,Illinois,Chicago,Furniture,Tables,Standing Desk,4,587.38,0.0,2349.52,269.3,Credit Card
ORD-2024-03361,31/07/2024,2024-08-04,First Class,CUST-0130,Sara Singh,Corporate,Central,Texas,Dallas,Office Supplies,Storage,File Cabinet,5,152.33,0.2,609.32,56.92,PayPal
ORD-2024-04668,2024-04-06,2024-04-08,First Class,CUST-0082,Ananya Williams,Corporate,East,Pennsylvania,Philadelphia,Technology,Machines,Document Scanner,3,326.33,0.0,978.99,155.72,Credit Card
ORD-2024-01819,2024-01-31,2024-02-05,Standard Class,CUST-0091,Chris Smith,Consumer,Central,Ohio,Columbus,Office Supplies,Art,Marker Set,2,13.37,0.0,26.74,9.79,Credit Card
ORD-2025-04145,2025-09-27,2025-10-02,Standard Class,CUST-0585,Laura Brown,Corporate,South,North Carolina,Charlotte,Office Supplies,Paper,Notebook Set,4,5.99,0.2,19.17,3.85,Credit Card
ORD-2024-00842,08/11/2024,2024-11-15,Standard Class,CUST-0410,John Singh,Home Office,South,Tennessee,Nashville,Technology,Phones,Wireless Headset,4,854.14,0.0,3416.56,352.86,Cash on Delivery
ORD-2025-02679,2025-06-16,2025-06-23,Standard Class,CUST-0071,Daniel Johnson,Corporate,South,Tennessee,Nashville,Office Supplies,Storage,Storage Box,5,140.66,0.5,351.65,-50.99,PayPal
ORD-2025-01190,2025-10-19,2025-10-24,Standard Class,CUST-0530,Rahul Singh,Consumer,East,New York,New York City,Technology,Machines,Laser Printer,4,1386.76,0.1,4992.34,882.63,Cash on Delivery
ORD-2025-00176,21/04/2025,2025-04-28,Standard Class,CUST-0507,Sofia Sharma,Consumer,South,Tennessee,Nashville,Office Supplies,Storage,Desk Organizer,2,26.36,0.1,47.45,5.18,PayPal
ORD-2024-02136,2024-07-11,2024-07-17,Standard Class,CUST-0348,Nina Singh,Corporate,West,California,San Diego,Office Supplies,Binders,3-Ring Binder,4,17.45,0.1,$62.82,12.92,Cash on Delivery
ORD-2025-02923,09/06/2025,2025-06-11,Same Day,CUST-0567,David Brown,Consumer,West,Oregon,Portland,Furniture,Tables,Conference Table,3,746.67,0.1,2016.01,-132.97,PayPal
ORD-2024-00928,2024-02-27,2024-03-03,Second Class,CUST-0636,Daniel Khan,Home Office,West,Arizona,Phoenix,Furniture,Bookcases,Corner Bookcase,3,334.34,0.3,702.11,-160.1,Debit Card
ORD-2025-05167,2025-11-08,2025-11-12,First Class,CUST-0088,Kevin Khan,Corporate,East,New York,New York City,Office Supplies,Art,Marker Set,3,4.48,0.0,13.44,2.99,Cash on Delivery
ORD-2024-00046,28/12/2024,2025-01-01,First Class,CUST-0013,Ananya Sharma,Home Office,Central,Texas,Dallas,Technology,Machines,Label Maker,5,433.03,0.1,1948.63,114.83,Cash on Delivery
ORD-2024-01261,2024-01-11,2024-01-15,First Class,CUST-0061,Chris Smith,Home Office,South,North Carolina,Charlotte,Technology,Phones,Desk Phone,6,144.34,0.0,866.04,211.22,Debit Card
ORD-2025-01097,2025-04-09,2025-04-16,Standard Class,CUST-0529,Rahul Smith,Consumer,South,Georgia,Atlanta,Furniture,Bookcases,Corner Bookcase,2,264.02,0.0,528.04,21.96,Debit Card
ORD-2025-01444,2025-08-10,2025-08-14,First Class,CUST-0454,Nina Johnson,Consumer,West,Arizona,Phoenix,Technology,Machines,Laser Printer,1,1481.71,0.0,1481.71,301.39,Debit Card
ORD-2024-05386,09/04/2024,2024-04-13,Second Class,CUST-0778,Aarav Davis,Consumer,Central,Illinois,Chicago,Furniture,Chairs,Folding Chair,3,349.09,0.3,733.09,-17.69,PayPal
ORD-2025-02211,15/01/2025,2025-01-18,First Class,CUST-0057,Sara Patel,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Binders,3-Ring Binder,7,4.35,0.5,15.22,-1.11,Cash on Delivery
